                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.105,                 2.2002,                  2.465,                0.89664,                0.80582,                0.85967,                0.47014,                  1.576,                 1.2797,                 1.7539,             0.00066616,             0.00066616,             0.00066616
